time[sec],omega_t_b(X)[rad/s],omega_t_b(Y)[rad/s],omega_t_b(Z)[rad/s],q_t_i2b(0)[-],q_t_i2b(1)[-],q_t_i2b(2)[-],q_t_i2b(3)[-],torque_t_b(X)[Nm],torque_t_b(Y)[Nm],torque_t_b(Z)[Nm],h_total[Nms],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],lat[rad],lon[rad],alt[m],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],gyro_omega1_c(X)[rad/s],gyro_omega1_c(Y)[rad/s],gyro_omega1_c(Z)[rad/s],
171.5,0.000315792,-0.00093294,0.000326105,0.0137904,-0.0399802,0.0138082,0.99901,1.68098e-07,-5.44374e-07,1.97035e-07,0.000103752,92482.3,-1.09193e+06,7.14684e+06,-7401.62,529.583,176.334,-7346.96,746.21,748.958,1.41953,0.674199,873123,-92482.3,1.09193e+06,-7.14684e+06,7401.62,-529.583,-176.334,-636850,904718,-7.14521e+06,7346.96,-746.21,-748.958,-5.23736e+10,-1.26515e+11,-5.48526e+10,35725.2,-10123.6,-4335.61,-5.99397e+10,-1.26367e+11,-4.68671e+10,34981.2,-11255.6,-6870.15,0.00105516,-0.00177635,0.00169255,
172,0.000316632,-0.000935662,0.00032709,0.0138693,-0.0402135,0.0138898,0.998998,1.67923e-07,-5.44376e-07,1.97057e-07,0.000104053,88781.7,-1.09166e+06,7.14693e+06,-7401.67,530.156,172.575,-7346.82,748.002,748.514,1.41961,0.670816,873124,-88781.7,1.09166e+06,-7.14693e+06,7401.67,-530.156,-172.575,-636367,903319,-7.14543e+06,7346.82,-748.002,-748.514,-5.23736e+10,-1.26515e+11,-5.48526e+10,35725.2,-10124.1,-4331.85,-5.99822e+10,-1.26365e+11,-4.68191e+10,34976.5,-11262.8,-6880.95,0.000773112,-0.0016947,0.00366776,
172.5,0.000317471,-0.000938384,0.000328076,0.0139485,-0.0404476,0.0139715,0.998987,1.67747e-07,-5.44379e-07,1.97079e-07,0.000104354,85080.7,-1.0914e+06,7.14701e+06,-7401.71,530.729,168.816,-7346.68,749.798,748.078,1.41969,0.667429,873124,-85080.7,1.0914e+06,-7.14701e+06,7401.71,-530.729,-168.816,-635893,901916,-7.14565e+06,7346.68,-749.798,-748.078,-5.23735e+10,-1.26515e+11,-5.48526e+10,35725.3,-10124.7,-4328.09,-6.00248e+10,-1.26362e+11,-4.67709e+10,34971.8,-11270.1,-6891.79,0.00152086,-0.00317005,0.0037325,
173,0.00031831,-0.000941105,0.000329061,0.0140278,-0.0406823,0.0140535,0.998975,1.6757e-07,-5.44381e-07,1.971e-07,0.000104656,81380,-1.09113e+06,7.1471e+06,-7401.76,531.302,165.056,-7346.54,751.596,747.652,1.41977,0.66404,873124,-81380,1.09113e+06,-7.1471e+06,7401.76,-531.302,-165.056,-635430,900509,-7.14587e+06,7346.54,-751.596,-747.652,-5.23735e+10,-1.26515e+11,-5.48526e+10,35725.3,-10125.3,-4324.33,-6.00675e+10,-1.2636e+11,-4.67226e+10,34967,-11277.4,-6902.67,0.00120986,-0.00279645,0.00439978,
173.5,0.000319147,-0.000943827,0.000330047,0.0141074,-0.0409177,0.0141357,0.998963,1.67392e-07,-5.44383e-07,1.97121e-07,0.000104957,77679,-1.09086e+06,7.14718e+06,-7401.8,531.874,161.297,-7346.4,753.397,747.235,1.41984,0.660646,873125,-77679,1.09086e+06,-7.14718e+06,7401.8,-531.874,-161.297,-634975,899099,-7.14609e+06,7346.4,-753.397,-747.235,-5.23735e+10,-1.26515e+11,-5.48526e+10,35725.4,-10125.8,-4320.57,-6.01103e+10,-1.26358e+11,-4.66742e+10,34962.2,-11284.8,-6913.58,0.00084656,-0.000261072,0.00263114,
174,0.000319984,-0.000946549,0.000331032,0.0141871,-0.0411538,0.0142182,0.998951,1.67213e-07,-5.44385e-07,1.97141e-07,0.000105258,73978.2,-1.0906e+06,7.14726e+06,-7401.84,532.446,157.537,-7346.25,755.202,746.828,1.41991,0.65725,873125,-73978.2,1.0906e+06,-7.14726e+06,7401.84,-532.446,-157.537,-634531,897685,-7.14631e+06,7346.25,-755.202,-746.828,-5.23735e+10,-1.26515e+11,-5.48526e+10,35725.4,-10126.4,-4316.81,-6.01532e+10,-1.26355e+11,-4.66256e+10,34957.4,-11292.1,-6924.54,0.000790793,-0.00136283,0.00181633,
174.5,0.000320819,-0.000949271,0.000332018,0.0142671,-0.0413906,0.014301,0.998939,1.67033e-07,-5.44388e-07,1.97161e-07,0.000105559,70277.1,-1.09033e+06,7.14734e+06,-7401.88,533.018,153.778,-7346.11,757.01,746.429,1.41998,0.653851,873125,-70277.1,1.09033e+06,-7.14734e+06,7401.88,-533.018,-153.778,-634096,896267,-7.14652e+06,7346.11,-757.01,-746.429,-5.23735e+10,-1.26515e+11,-5.48526e+10,35725.4,-10127,-4313.05,-6.01962e+10,-1.26353e+11,-4.65768e+10,34952.6,-11299.5,-6935.54,0.00114043,-0.00422022,0.00375468,
175,0.000321654,-0.000951993,0.000333004,0.0143473,-0.041628,0.0143839,0.998927,1.66852e-07,-5.4439e-07,1.9718e-07,0.00010586,66576.1,-1.09007e+06,7.14741e+06,-7401.91,533.59,150.018,-7345.96,758.821,746.04,1.42005,0.650448,873126,-66576.1,1.09007e+06,-7.14741e+06,7401.91,-533.59,-150.018,-633671,894846,-7.14674e+06,7345.96,-758.821,-746.04,-5.23735e+10,-1.26515e+11,-5.48526e+10,35725.5,-10127.6,-4309.29,-6.02394e+10,-1.2635e+11,-4.65279e+10,34947.8,-11306.9,-6946.58,0.00213849,-0.00133133,0.00275532,
175.5,0.000322488,-0.000954715,0.00033399,0.0144277,-0.0418661,0.0144671,0.998914,1.6667e-07,-5.44392e-07,1.97199e-07,0.000106162,62875.3,-1.0898e+06,7.14749e+06,-7401.95,534.162,146.259,-7345.81,760.634,745.66,1.42012,0.647043,873126,-62875.3,1.0898e+06,-7.14749e+06,7401.95,-534.162,-146.259,-633256,893420,-7.14695e+06,7345.81,-760.634,-745.66,-5.23734e+10,-1.26515e+11,-5.48526e+10,35725.5,-10128.1,-4305.52,-6.02826e+10,-1.26347e+11,-4.64789e+10,34942.9,-11314.3,-6957.65,0.000815294,-0.00167225,0.00195216,
176,0.000323321,-0.000957437,0.000334976,0.0145083,-0.0421049,0.0145506,0.998902,1.66487e-07,-5.44394e-07,1.97217e-07,0.000106463,59174.1,-1.08953e+06,7.14756e+06,-7401.98,534.734,142.499,-7345.66,762.451,745.289,1.42019,0.643634,873126,-59174.1,1.08953e+06,-7.14756e+06,7401.98,-534.734,-142.499,-632850,891992,-7.14717e+06,7345.66,-762.451,-745.289,-5.23734e+10,-1.26515e+11,-5.48527e+10,35725.5,-10128.7,-4301.76,-6.03259e+10,-1.26345e+11,-4.64296e+10,34938,-11321.7,-6968.77,-0.00086335,-0.00123424,0.00134542,
176.5,0.000324153,-0.000960159,0.000335962,0.0145891,-0.0423444,0.0146343,0.998889,1.66303e-07,-5.44397e-07,1.97234e-07,0.000106764,55473.3,-1.08926e+06,7.14763e+06,-7402.01,535.306,138.739,-7345.51,764.272,744.928,1.42025,0.640222,873126,-55473.3,1.08926e+06,-7.14763e+06,7402.01,-535.306,-138.739,-632455,890559,-7.14738e+06,7345.51,-764.272,-744.928,-5.23734e+10,-1.26515e+11,-5.48527e+10,35725.6,-10129.3,-4298,-6.03693e+10,-1.26342e+11,-4.63803e+10,34933.1,-11329.2,-6979.92,0.000539784,-0.00213386,0.00135055,
177,0.000324984,-0.000962881,0.000336948,0.0146701,-0.0425846,0.0147183,0.998877,1.66118e-07,-5.44399e-07,1.97252e-07,0.000107065,51772.2,-1.089e+06,7.1477e+06,-7402.04,535.877,134.979,-7345.36,766.095,744.575,1.42031,0.636808,873127,-51772.2,1.089e+06,-7.1477e+06,7402.04,-535.877,-134.979,-632068,889123,-7.14759e+06,7345.36,-766.095,-744.575,-5.23734e+10,-1.26515e+11,-5.48527e+10,35725.6,-10129.8,-4294.24,-6.04128e+10,-1.2634e+11,-4.63307e+10,34928.2,-11336.6,-6991.12,0.00105479,2.959e-05,0.0026615,
177.5,0.000325815,-0.000965603,0.000337934,0.0147513,-0.0428254,0.0148024,0.998864,1.65932e-07,-5.44401e-07,1.97268e-07,0.000107366,48071.3,-1.08873e+06,7.14776e+06,-7402.06,536.448,131.22,-7345.2,767.921,744.232,1.42037,0.633391,873127,-48071.3,1.08873e+06,-7.14776e+06,7402.06,-536.448,-131.22,-631692,887683,-7.14781e+06,7345.2,-767.921,-744.232,-5.23734e+10,-1.26515e+11,-5.48527e+10,35725.6,-10130.4,-4290.48,-6.04565e+10,-1.26337e+11,-4.6281e+10,34923.2,-11344.1,-7002.35,0.0015243,-0.0027663,0.0038989,
178,0.000326644,-0.000968325,0.000338921,0.0148327,-0.0430669,0.0148869,0.998851,1.65744e-07,-5.44403e-07,1.97284e-07,0.000107667,44370.1,-1.08846e+06,7.14783e+06,-7402.09,537.02,127.46,-7345.04,769.75,743.898,1.42043,0.629971,873127,-44370.1,1.08846e+06,-7.14783e+06,7402.09,-537.02,-127.46,-631325,886240,-7.14802e+06,7345.04,-769.75,-743.898,-5.23733e+10,-1.26515e+11,-5.48527e+10,35725.7,-10131,-4286.72,-6.05002e+10,-1.26334e+11,-4.62312e+10,34918.2,-11351.7,-7013.62,-0.000768938,0.000742736,0.00284271,
178.5,0.000327472,-0.000971047,0.000339907,0.0149144,-0.0433091,0.0149716,0.998838,1.65556e-07,-5.44405e-07,1.97299e-07,0.000107968,40669,-1.08819e+06,7.14789e+06,-7402.11,537.591,123.7,-7344.88,771.583,743.573,1.42049,0.626549,873127,-40669,1.08819e+06,-7.14789e+06,7402.11,-537.591,-123.7,-630968,884793,-7.14823e+06,7344.88,-771.583,-743.573,-5.23733e+10,-1.26515e+11,-5.48527e+10,35725.7,-10131.5,-4282.96,-6.0544e+10,-1.26332e+11,-4.61812e+10,34913.2,-11359.2,-7024.93,0.000705559,-0.00213314,0.000772838,
179,0.0003283,-0.000973769,0.000340894,0.0149962,-0.0435519,0.0150565,0.998825,1.65367e-07,-5.44407e-07,1.97314e-07,0.000108269,36968.1,-1.08792e+06,7.14795e+06,-7402.13,538.161,119.94,-7344.72,773.418,743.258,1.42055,0.623124,873128,-36968.1,1.08792e+06,-7.14795e+06,7402.13,-538.161,-119.94,-630621,883342,-7.14844e+06,7344.72,-773.418,-743.258,-5.23733e+10,-1.26515e+11,-5.48527e+10,35725.7,-10132.1,-4279.2,-6.05879e+10,-1.26329e+11,-4.6131e+10,34908.2,-11366.7,-7036.28,0.000734598,-0.00145021,0.00168802,
179.5,0.000329126,-0.000976491,0.00034188,0.0150782,-0.0437955,0.0151417,0.998812,1.65177e-07,-5.4441e-07,1.97329e-07,0.00010857,33266.9,-1.08765e+06,7.14801e+06,-7402.15,538.732,116.18,-7344.56,775.257,742.951,1.4206,0.619697,873128,-33266.9,1.08765e+06,-7.14801e+06,7402.15,-538.732,-116.18,-630283,881887,-7.14865e+06,7344.56,-775.257,-742.951,-5.23733e+10,-1.26516e+11,-5.48527e+10,35725.7,-10132.7,-4275.44,-6.0632e+10,-1.26326e+11,-4.60807e+10,34903.2,-11374.3,-7047.67,0.000682849,-0.00184495,0.00302515,
180,0.000329952,-0.000979213,0.000342867,0.0151605,-0.0440397,0.0152271,0.998799,1.64985e-07,-5.44412e-07,1.97342e-07,0.000108871,29565.9,-1.08738e+06,7.14807e+06,-7402.17,539.303,112.42,-7344.39,777.099,742.654,1.42065,0.616267,873128,-29565.9,1.08738e+06,-7.14807e+06,7402.17,-539.303,-112.42,-629955,880429,-7.14886e+06,7344.39,-777.099,-742.654,-5.23733e+10,-1.26516e+11,-5.48527e+10,35725.7,-10133.2,-4271.68,-6.06761e+10,-1.26323e+11,-4.60303e+10,34898.1,-11381.9,-7059.1,0.00376812,-0.00190677,0.000905834,
180.5,0.000330776,-0.000981935,0.000343854,0.0152429,-0.0442846,0.0153127,0.998785,1.64793e-07,-5.44414e-07,1.97355e-07,0.000109172,25864.7,-1.08711e+06,7.14812e+06,-7402.18,539.873,108.66,-7344.23,778.944,742.366,1.4207,0.612835,873128,-25864.7,1.08711e+06,-7.14812e+06,7402.18,-539.873,-108.66,-629637,878967,-7.14906e+06,7344.23,-778.944,-742.366,-5.23733e+10,-1.26516e+11,-5.48527e+10,35725.7,-10133.8,-4267.92,-6.07203e+10,-1.2632e+11,-4.59796e+10,34893,-11389.5,-7070.56,0.000875081,-0.00121652,0.000877077,
181,0.0003316,-0.000984657,0.000344841,0.0153255,-0.0445301,0.0153986,0.998772,1.64599e-07,-5.44416e-07,1.97368e-07,0.000109473,22163.8,-1.08684e+06,7.14818e+06,-7402.19,540.444,104.9,-7344.06,780.791,742.087,1.42075,0.609401,873129,-22163.8,1.08684e+06,-7.14818e+06,7402.19,-540.444,-104.9,-629329,877502,-7.14927e+06,7344.06,-780.791,-742.087,-5.23732e+10,-1.26516e+11,-5.48527e+10,35725.8,-10134.4,-4264.15,-6.07646e+10,-1.26318e+11,-4.59289e+10,34887.9,-11397.2,-7082.07,0.00153099,-0.001806,0.0011617,
181.5,0.000332422,-0.000987379,0.000345827,0.0154084,-0.0447764,0.0154848,0.998758,1.64405e-07,-5.44418e-07,1.9738e-07,0.000109773,18462.6,-1.08657e+06,7.14823e+06,-7402.2,541.014,101.14,-7343.89,782.642,741.817,1.4208,0.605964,873129,-18462.6,1.08657e+06,-7.14823e+06,7402.2,-541.014,-101.14,-629030,876033,-7.14948e+06,7343.89,-782.642,-741.817,-5.23732e+10,-1.26516e+11,-5.48527e+10,35725.8,-10134.9,-4260.39,-6.08091e+10,-1.26315e+11,-4.58779e+10,34882.8,-11404.8,-7093.62,0.00311768,-0.00336096,0.00350835,
182,0.000333244,-0.000990101,0.000346814,0.0154915,-0.0450233,0.0155712,0.998744,1.64209e-07,-5.4442e-07,1.97391e-07,0.000110074,14761.3,-1.0863e+06,7.14828e+06,-7402.21,541.584,97.3802,-7343.72,784.496,741.557,1.42084,0.602526,873129,-14761.3,1.0863e+06,-7.14828e+06,7402.21,-541.584,-97.3802,-628741,874560,-7.14968e+06,7343.72,-784.496,-741.557,-5.23732e+10,-1.26516e+11,-5.48527e+10,35725.8,-10135.5,-4256.63,-6.08536e+10,-1.26312e+11,-4.58268e+10,34877.6,-11412.5,-7105.2,0.00162222,-0.00187129,0.00402672,
182.5,0.000334065,-0.000992824,0.000347801,0.0155747,-0.0452709,0.0156578,0.998731,1.64013e-07,-5.44422e-07,1.97402e-07,0.000110375,11060.4,-1.08603e+06,7.14832e+06,-7402.22,542.154,93.6203,-7343.54,786.354,741.306,1.42089,0.599085,873129,-11060.4,1.08603e+06,-7.14832e+06,7402.22,-542.154,-93.6203,-628462,873084,-7.14989e+06,7343.54,-786.354,-741.306,-5.23732e+10,-1.26516e+11,-5.48527e+10,35725.8,-10136.1,-4252.87,-6.08982e+10,-1.26309e+11,-4.57756e+10,34872.5,-11420.2,-7116.82,0.00315852,-0.00210528,0.00299211,
183,0.000334884,-0.000995546,0.000348788,0.0156582,-0.0455192,0.0157447,0.998717,1.63815e-07,-5.44424e-07,1.97412e-07,0.000110676,7359.15,-1.08576e+06,7.14837e+06,-7402.22,542.723,89.86,-7343.37,788.214,741.063,1.42093,0.595643,873129,-7359.15,1.08576e+06,-7.14837e+06,7402.22,-542.723,-89.86,-628192,871604,-7.15009e+06,7343.37,-788.214,-741.063,-5.23732e+10,-1.26516e+11,-5.48527e+10,35725.8,-10136.6,-4249.11,-6.09429e+10,-1.26306e+11,-4.57242e+10,34867.3,-11427.9,-7128.48,-0.000140627,-0.000464381,0.0035132,
183.5,0.000335703,-0.000998268,0.000349775,0.0157418,-0.0457681,0.0158318,0.998703,1.63616e-07,-5.44426e-07,1.97422e-07,0.000110976,3658.2,-1.08549e+06,7.14841e+06,-7402.23,543.293,86.1001,-7343.19,790.077,740.83,1.42097,0.592199,873129,-3658.2,1.08549e+06,-7.14841e+06,7402.23,-543.293,-86.1001,-627933,870120,-7.1503e+06,7343.19,-790.077,-740.83,-5.23731e+10,-1.26516e+11,-5.48527e+10,35725.8,-10137.2,-4245.35,-6.09878e+10,-1.26303e+11,-4.56726e+10,34862,-11435.7,-7140.18,-0.000205159,-0.0034692,0.00270812,
184,0.000336521,-0.00100099,0.000350763,0.0158257,-0.0460178,0.0159192,0.998688,1.63416e-07,-5.44428e-07,1.97431e-07,0.000111277,-43.0437,-1.08522e+06,7.14846e+06,-7402.23,543.863,82.3398,-7343.01,791.943,740.606,1.42101,0.588753,873130,43.0437,1.08522e+06,-7.14846e+06,7402.23,-543.863,-82.3398,-627683,868633,-7.1505e+06,7343.01,-791.943,-740.606,-5.23731e+10,-1.26516e+11,-5.48527e+10,35725.8,-10137.8,-4241.59,-6.10327e+10,-1.263e+11,-4.56209e+10,34856.8,-11443.4,-7151.92,0.00203622,-0.00216147,0.00142176,
184.5,0.000337337,-0.00100371,0.00035175,0.0159098,-0.0462681,0.0160068,0.998674,1.63215e-07,-5.44431e-07,1.97439e-07,0.000111578,-3743.99,-1.08494e+06,7.1485e+06,-7402.23,544.432,78.5798,-7342.83,793.813,740.392,1.42105,0.585305,873130,3743.99,1.08494e+06,-7.1485e+06,7402.23,-544.432,-78.5798,-627443,867142,-7.1507e+06,7342.83,-793.813,-740.392,-5.23731e+10,-1.26516e+11,-5.48527e+10,35725.8,-10138.3,-4237.83,-6.10777e+10,-1.26297e+11,-4.5569e+10,34851.5,-11451.2,-7163.7,0.00190461,-0.00316688,0.00234394,
185,0.000338153,-0.00100643,0.000352737,0.015994,-0.0465191,0.0160946,0.99866,1.63013e-07,-5.44433e-07,1.97447e-07,0.000111879,-7445.24,-1.08467e+06,7.14854e+06,-7402.22,545.001,74.8195,-7342.65,795.685,740.186,1.42108,0.581855,873130,7445.24,1.08467e+06,-7.14854e+06,7402.22,-545.001,-74.8195,-627212,865648,-7.1509e+06,7342.65,-795.685,-740.186,-5.23731e+10,-1.26516e+11,-5.48527e+10,35725.8,-10138.9,-4234.06,-6.11228e+10,-1.26294e+11,-4.5517e+10,34846.2,-11459,-7175.51,0.00267281,-0.00154295,0.00219486,
185.5,0.000338968,-0.00100916,0.000353724,0.0160785,-0.0467707,0.0161827,0.998645,1.6281e-07,-5.44435e-07,1.97454e-07,0.000112179,-11146.5,-1.0844e+06,7.14857e+06,-7402.22,545.57,71.0592,-7342.47,797.561,739.99,1.42112,0.578404,873130,11146.5,1.0844e+06,-7.14857e+06,7402.22,-545.57,-71.0592,-626991,864150,-7.1511e+06,7342.47,-797.561,-739.99,-5.23731e+10,-1.26516e+11,-5.48527e+10,35725.8,-10139.5,-4230.3,-6.1168e+10,-1.26291e+11,-4.54648e+10,34840.9,-11466.8,-7187.37,0.00198168,-0.00170464,0.00116609,
186,0.000339781,-0.00101188,0.000354711,0.0161632,-0.0470231,0.0162711,0.99863,1.62605e-07,-5.44437e-07,1.9746e-07,0.00011248,-14847.4,-1.08413e+06,7.14861e+06,-7402.21,546.139,67.2992,-7342.28,799.44,739.803,1.42115,0.574952,873130,14847.4,1.08413e+06,-7.14861e+06,7402.21,-546.139,-67.2992,-626781,862648,-7.1513e+06,7342.28,-799.44,-739.803,-5.23731e+10,-1.26516e+11,-5.48527e+10,35725.8,-10140,-4226.54,-6.12133e+10,-1.26288e+11,-4.54125e+10,34835.6,-11474.7,-7199.26,0.00174479,-0.00319187,0.00129954,
186.5,0.000340594,-0.0010146,0.000355699,0.0162481,-0.0472761,0.0163596,0.998616,1.624e-07,-5.44439e-07,1.97466e-07,0.00011278,-18548.7,-1.08385e+06,7.14864e+06,-7402.2,546.708,63.5388,-7342.1,801.321,739.624,1.42118,0.571498,873130,18548.7,1.08385e+06,-7.14864e+06,7402.2,-546.708,-63.5388,-626579,861143,-7.1515e+06,7342.1,-801.321,-739.624,-5.2373e+10,-1.26516e+11,-5.48527e+10,35725.8,-10140.6,-4222.78,-6.12587e+10,-1.26285e+11,-4.536e+10,34830.2,-11482.5,-7211.19,0.000432934,-0.00263355,0.00221965,
187,0.000341405,-0.00101732,0.000356686,0.0163331,-0.0475298,0.0164485,0.998601,1.62193e-07,-5.44441e-07,1.97471e-07,0.000113081,-22249.6,-1.08358e+06,7.14867e+06,-7402.19,547.276,59.7787,-7341.91,803.206,739.456,1.42121,0.568043,873130,22249.6,1.08358e+06,-7.14867e+06,7402.19,-547.276,-59.7787,-626388,859634,-7.1517e+06,7341.91,-803.206,-739.456,-5.2373e+10,-1.26516e+11,-5.48527e+10,35725.8,-10141.2,-4219.02,-6.13042e+10,-1.26281e+11,-4.53073e+10,34824.9,-11490.4,-7223.17,0.000912525,-0.00233157,0.000460212,
187.5,0.000342216,-0.00102005,0.000357673,0.0164184,-0.0477841,0.0165375,0.998586,1.61986e-07,-5.44443e-07,1.97476e-07,0.000113381,-25950.8,-1.08331e+06,7.1487e+06,-7402.18,547.845,56.0183,-7341.72,805.094,739.296,1.42123,0.564586,873130,25950.8,1.08331e+06,-7.1487e+06,7402.18,-547.845,-56.0183,-626206,858121,-7.1519e+06,7341.72,-805.094,-739.296,-5.2373e+10,-1.26516e+11,-5.48527e+10,35725.8,-10141.7,-4215.26,-6.13498e+10,-1.26278e+11,-4.52545e+10,34819.5,-11498.3,-7235.17,0.0016796,-0.00120689,0.00216589,
188,0.000343026,-0.00102277,0.000358661,0.0165039,-0.0480392,0.0166269,0.998571,1.61777e-07,-5.44445e-07,1.9748e-07,0.000113682,-29651.7,-1.08303e+06,7.14873e+06,-7402.17,548.413,52.2582,-7341.52,806.985,739.145,1.42126,0.561129,873131,29651.7,1.08303e+06,-7.14873e+06,7402.17,-548.413,-52.2582,-626035,856605,-7.15209e+06,7341.52,-806.985,-739.145,-5.2373e+10,-1.26516e+11,-5.48527e+10,35725.7,-10142.3,-4211.5,-6.13955e+10,-1.26275e+11,-4.52015e+10,34814,-11506.2,-7247.22,0.000732647,-0.00147482,0.00228754,
188.5,0.000343834,-0.00102549,0.000359648,0.0165896,-0.0482949,0.0167164,0.998555,1.61567e-07,-5.44447e-07,1.97483e-07,0.000113982,-33352.9,-1.08276e+06,7.14875e+06,-7402.15,548.981,48.4978,-7341.33,808.879,739.004,1.42128,0.55767,873131,33352.9,1.08276e+06,-7.14875e+06,7402.15,-548.981,-48.4978,-625873,855086,-7.15229e+06,7341.33,-808.879,-739.004,-5.2373e+10,-1.26516e+11,-5.48527e+10,35725.7,-10142.9,-4207.73,-6.14413e+10,-1.26272e+11,-4.51484e+10,34808.6,-11514.2,-7259.31,0.00217362,-0.000484236,0.00126342,
189,0.000344641,-0.00102821,0.000360636,0.0166755,-0.0485513,0.0168062,0.99854,1.61356e-07,-5.44449e-07,1.97485e-07,0.000114283,-37053.9,-1.08248e+06,7.14877e+06,-7402.13,549.549,44.7376,-7341.13,810.776,738.871,1.4213,0.554211,873131,37053.9,1.08248e+06,-7.14877e+06,7402.13,-549.549,-44.7376,-625721,853562,-7.15248e+06,7341.13,-810.776,-738.871,-5.2373e+10,-1.26516e+11,-5.48527e+10,35725.7,-10143.4,-4203.97,-6.14872e+10,-1.26268e+11,-4.50951e+10,34803.1,-11522.1,-7271.43,0.00124324,-0.00307383,0.0019448,
189.5,0.000345448,-0.00103093,0.000361623,0.0167615,-0.0488084,0.0168963,0.998525,1.61144e-07,-5.44451e-07,1.97487e-07,0.000114583,-40755,-1.08221e+06,7.1488e+06,-7402.11,550.117,40.9772,-7340.94,812.676,738.748,1.42132,0.55075,873131,40755,1.08221e+06,-7.1488e+06,7402.11,-550.117,-40.9772,-625578,852035,-7.15268e+06,7340.94,-812.676,-738.748,-5.23729e+10,-1.26516e+11,-5.48527e+10,35725.7,-10144,-4200.21,-6.15332e+10,-1.26265e+11,-4.50417e+10,34797.6,-11530.1,-7283.6,-0.000461113,-0.0034251,0.00218804,
190,0.000346253,-0.00103366,0.000362611,0.0168478,-0.0490661,0.0169866,0.998509,1.60931e-07,-5.44453e-07,1.97488e-07,0.000114884,-44456.2,-1.08193e+06,7.14882e+06,-7402.09,550.685,37.2167,-7340.74,814.58,738.634,1.42134,0.547288,873131,44456.2,1.08193e+06,-7.14882e+06,7402.09,-550.685,-37.2167,-625445,850505,-7.15287e+06,7340.74,-814.58,-738.634,-5.23729e+10,-1.26516e+11,-5.48527e+10,35725.7,-10144.6,-4196.45,-6.15793e+10,-1.26262e+11,-4.49881e+10,34792.1,-11538.1,-7295.8,0.00229416,-0.0033916,0.00261442,
190.5,0.000347057,-0.00103638,0.000363598,0.0169343,-0.0493245,0.0170771,0.998493,1.60716e-07,-5.44455e-07,1.97489e-07,0.000115184,-48157.1,-1.08166e+06,7.14883e+06,-7402.06,551.253,33.4565,-7340.54,816.486,738.529,1.42136,0.543826,873131,48157.1,1.08166e+06,-7.14883e+06,7402.06,-551.253,-33.4565,-625322,848971,-7.15306e+06,7340.54,-816.486,-738.529,-5.23729e+10,-1.26516e+11,-5.48527e+10,35725.7,-10145.1,-4192.69,-6.16254e+10,-1.26258e+11,-4.49343e+10,34786.5,-11546.1,-7308.04,0.00264783,-0.00365367,0.000903604,
191,0.00034786,-0.0010391,0.000364585,0.017021,-0.0495836,0.0171679,0.998477,1.60501e-07,-5.44457e-07,1.97489e-07,0.000115484,-51858.3,-1.08138e+06,7.14885e+06,-7402.04,551.82,29.6961,-7340.33,818.395,738.433,1.42137,0.540363,873131,51858.3,1.08138e+06,-7.14885e+06,7402.04,-551.82,-29.6961,-625209,847433,-7.15326e+06,7340.33,-818.395,-738.433,-5.23729e+10,-1.26516e+11,-5.48527e+10,35725.6,-10145.7,-4188.93,-6.16717e+10,-1.26255e+11,-4.48804e+10,34781,-11554.2,-7320.32,0.00157835,-0.00242237,0.00378809,
191.5,0.000348663,-0.00104182,0.000365573,0.0171078,-0.0498434,0.0172589,0.998461,1.60284e-07,-5.44458e-07,1.97488e-07,0.000115784,-55559.1,-1.08111e+06,7.14886e+06,-7402.01,552.387,25.9359,-7340.13,820.307,738.346,1.42138,0.536899,873131,55559.1,1.08111e+06,-7.14886e+06,7402.01,-552.387,-25.9359,-625106,845892,-7.15345e+06,7340.13,-820.307,-738.346,-5.23729e+10,-1.26516e+11,-5.48527e+10,35725.6,-10146.3,-4185.17,-6.17181e+10,-1.26251e+11,-4.48263e+10,34775.4,-11562.3,-7332.63,0.000241806,-7.3857e-05,0.00261913,
