Date time,time[sec],omega_t_b(X)[rad/s],omega_t_b(Y)[rad/s],omega_t_b(Z)[rad/s],q_t_i2b(0)[-],q_t_i2b(1)[-],q_t_i2b(2)[-],q_t_i2b(3)[-],torque_t_b(X)[Nm],torque_t_b(Y)[Nm],torque_t_b(Z)[Nm],h_total[Nms],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],lat[rad],lon[rad],alt[m],MTT_ADCS_b(X)[Am],MTT_ADCS_b(Y)[Am],MTT_ADCS_b(Z)[Am],Control_ADCS_b(X)[Nm],Control_ADCS_b(Y)[Nm],Control_ADCS_b(Z)[Nm],Theta_error [rad],Vector_dir_b(X) [-],Vector_dir_b(Y) [-],Vector_dir_b(Z) [-],Vector_tar_b(X) [-],Vector_tar_b(Y) [-],Vector_tar_b(Z) [-],Vector_tar_i(X) [-],Vector_tar_i(Y) [-],Vector_tar_i(Z) [-],Vector_dir_tar_b(X) [-],Vector_dir_tar_b(Y) [-],Vector_dir_tar_b(Z) [-],Omega_b_tar(X) [rad/s],Omega_b_tar(Y) [rad/s],Omega_b_tar(Z) [rad/s],Calculation_time [sec],Cost_function [-],GST [rad],Earth_pos_i(X) [m],Earth_pos_i(Y) [m],Earth_pos_i(Z) [m],Earth_vel_i(X) [m],Earth_vel_i(Y) [m],Earth_vel_i(Z) [m],Earth_pos_b(X) [m],Earth_pos_b(Y) [m],Earth_pos_b(Z) [m],Earth_vel_b(X) [m],Earth_vel_b(Y) [m],Earth_vel_b(Z) [m],Earth_pos_sc_i(X) [m],Earth_pos_sc_i(Y) [m],Earth_pos_sc_i(Z) [m],Earth_vel_sc_i(X) [m],Earth_vel_sc_i(Y) [m],Earth_vel_sc_i(Z) [m],Sun_pos_i(X) [m],Sun_pos_i(Y) [m],Sun_pos_i(Z) [m],Sun_vel_i(X) [m],Sun_vel_i(Y) [m],Sun_vel_i(Z) [m],Sun_pos_b(X) [m],Sun_pos_b(Y) [m],Sun_pos_b(Z) [m],Sun_vel_b(X) [m],Sun_vel_b(Y) [m],Sun_vel_b(Z) [m],Sun_pos_sc_i(X) [m],Sun_pos_sc_i(Y) [m],Sun_pos_sc_i(Z) [m],Sun_vel_sc_i(X) [m],Sun_vel_sc_i(Y) [m],Sun_vel_sc_i(Z) [m]
2020-01-28 00:01:41,101.5,-0.10280996431089792,0.04515000648031444,-6.309989959668182e-05,0.15539949943372955,0.07877236288725084,-0.9015297377189397,-0.396093476883078,0.0001,-0.0001,9.887234379212214e-08,0.003930051489154365,428393.76378835,6865256.112696707,-293861.1923415677,987.2544856588648,249.78717649373226,7537.748840699864,-0.042961162377750564,-0.7108189774902454,506785.36625552364,0,0,0,0.0001,-0.0001,9.887234379212214e-08,1.2211165529909307,0,0,1,0.6379219062928417,0.6896977251293867,0.34259697812890283,-1.0,0.0,0.0,-0.734125167301455,0.6790141668143681,0.0,0.0,0.0,0.0,1.6883625984191895,9.227525597498497,2.2192958471911766,0.0,0.0,0.0,0.0,0.0,0.0,-4850607.78929462,4868563.054840175,412692.3377242639,1930.366550321487,2494.094788476475,-6921.553207623329,-428393.76378835,-6865256.112696707,293861.1923415677,-987.2544856588648,-249.78717649373226,-7537.748840699864,89142565876.66031,-107601679027.78728,-46645854892.50101,24206.14042517768,16652.202043486006,7218.103659542063,-127830689635.73631,19700089983.294006,-70519139839.81514,-2806.8084945194337,-27386.71790874002,-7095.601387151289,89142137482.89651,-107608544283.89998,-46645561031.30866,23218.885939518816,16402.414866992272,-319.64518115780083
2020-01-28 00:01:42,102.0,-0.101382451981611,0.043719002018201406,-5.603758932581627e-05,0.17546025880878308,0.09735226048402201,-0.8974385328377258,-0.3928616992473003,0.0001,-0.0001,7.459759888221234e-08,0.003864252478847304,429380.7497188705,6865501.704214681,-286323.31088255433,986.729929872538,241.39039069021345,7538.104633286729,-0.041858598994971026,-0.7110328761071307,506772.1574387364,0,0,0,0.0001,-0.0001,7.459759888221234e-08,1.168620439893954,0,0,1,0.6297467656865573,0.6709755483209731,0.39142154343200125,-1.0,0.0,0.0,-0.7291536347534209,0.6843500397646476,0.0,0.0,0.0,0.0,1.6958796977996826,8.577805806561837,2.2193687679588834,0.0,0.0,0.0,0.0,0.0,0.0,-4873543.861992025,4814718.97126906,684480.8033102489,2240.2976583158666,3180.7747044172593,-6535.95176079861,-429380.7497188705,-6865501.704214681,286323.31088255433,-986.729929872538,-241.39039069021345,-7538.104633286729,89142590082.66035,-107601662375.67828,-46645847674.43768,24206.136695868372,16652.206518152583,7218.105602008755,-124570060530.53532,27121273796.77472,-73813718287.07417,-2413.507821257402,-26513.672229004755,-9987.9077310417,89142160701.91063,-107608527877.38249,-46645561351.1268,23219.406765995835,16410.81612746237,-319.9990312779737
2020-01-28 00:01:42,102.5,-0.09995479890676098,0.0422882811255452,-5.070918940565824e-05,0.19492639536930262,0.11567805962389462,-0.8927616782864793,-0.3893569990292839,0.0001,-0.0001,1.440711529121647e-07,0.0037986305813646555,429380.7497188705,6865501.704214681,-286323.31088255433,986.729929872538,241.39039069021345,7538.104633286729,-0.041858598994971026,-0.7110328761071307,506772.1574387364,0,0,0,0.0001,-0.0001,1.440711529121647e-07,1.1172837253256573,0,0,1,0.620809655390481,0.6501086014403391,0.4381257560418452,-1.0,0.0,0.0,-0.7232158200988155,0.6906220946065931,0.0,0.0,0.0,0.0,1.6724884510040283,7.9677672289522565,2.2193687679588834,0.0,0.0,0.0,0.0,0.0,0.0,-4873543.861992025,4814718.97126906,684480.8033102489,2240.2976583158666,3180.7747044172593,-6535.95176079861,-429380.7497188705,-6865501.704214681,286323.31088255433,-986.729929872538,-241.39039069021345,-7538.104633286729,89142590082.66035,-107601662375.67828,-46645847674.43768,24206.136695868372,16652.206518152583,7218.105602008755,-124570060530.53532,27121273796.77472,-73813718287.07417,-2413.507821257402,-26513.672229004755,-9987.9077310417,89142160701.91063,-107608527877.38249,-46645561351.1268,23219.406765995835,16410.81612746237,-319.9990312779737
2020-01-28 00:01:43,103.0,-0.09852698565923775,0.040857900490382924,-4.0418392769074085e-05,0.21379112701615355,0.1337390039101341,-0.8875392799980876,-0.38559208926372507,0.0001,-0.0001,2.2027635139137175e-08,0.0037331950626951355,430367.2104991724,6865738.898855453,-278785.07824823534,986.2041643516021,232.99326318257243,7538.451182504655,-0.040756029754556326,-0.7112467623112584,506758.98248403706,0,0,0,0.0001,-0.0001,2.2027635139137175e-08,1.067137266215716,0,0,1,0.6112241894127968,0.627271825812239,0.4826334497513093,-1.0,0.0,0.0,-0.7162088962263458,0.6978859627233088,0.0,0.0,0.0,0.0,1.7147085666656494,7.396001446992501,2.2194416887120383,0.0,0.0,0.0,0.0,0.0,0.0,-4905905.049633207,4736333.083588404,948974.3138109617,2513.3106916072197,3806.4827342751464,-6086.796308945847,-430367.2104991724,-6865738.898855453,278785.07824823534,-986.2041643516021,-232.99326318257243,-7538.451182504655,89142614288.6567,-107601645723.5648,-46645840456.37242,24206.132966558052,16652.210992818393,7218.107544475113,-121401804139.3672,34608085438.50018,-75931623787.92401,-1926.8927026606018,-25385.74819292543,-12677.117088556317,89142183921.4462,-107608511462.46365,-46645561671.294174,23219.92880220645,16419.21772963582,-320.3436380295416
2020-01-28 00:01:43,103.5,-0.09709905067701201,0.039427778388712774,-3.884499025913507e-05,0.23204916869361916,0.15152567863779454,-0.8818104889648739,-0.38158015353721714,0.0001,-0.0001,9.613345422286894e-08,0.003667955817477845,430367.2104991724,6865738.898855453,-278785.07824823534,986.2041643516021,232.99326318257243,7538.451182504655,-0.040756029754556326,-0.7112467623112584,506758.98248403706,0,0,0,0.0001,-0.0001,9.613345422286894e-08,1.0182161328186732,0,0,1,0.6010995394702283,0.6026399480126168,0.5248851652581069,-1.0,0.0,0.0,-0.7080110761009604,0.7062013283181786,0.0,0.0,0.0,0.0,1.686781883239746,6.86112514470425,2.2194416887120383,0.0,0.0,0.0,0.0,0.0,0.0,-4905905.049633207,4736333.083588404,948974.3138109617,2513.3106916072197,3806.4827342751464,-6086.796308945847,-430367.2104991724,-6865738.898855453,278785.07824823534,-986.2041643516021,-232.99326318257243,-7538.451182504655,89142614288.6567,-107601645723.5648,-46645840456.37242,24206.132966558052,16652.210992818393,7218.107544475113,-121401804139.3672,34608085438.50018,-75931623787.92401,-1926.8927026606018,-25385.74819292543,-12677.117088556317,89142183921.4462,-107608511462.46365,-46645561671.294174,23219.92880220645,16419.21772963582,-320.3436380295416
2020-01-28 00:01:44,104.0,-0.09567102792923123,0.03799784137172152,-3.19783149575019e-05,0.24969673004987167,0.16902980135804818,-0.8756137963176686,-0.37733400185170285,0.0001,-0.0001,-3.938185321141863e-09,0.003602923455916346,431353.14491990546,6865967.696282447,-271246.5036817672,985.6771897304859,224.59580431334723,7538.7884878233035,-0.03965345470964683,-0.7114606364725471,506745.84141406324,0,0,0,0.0001,-0.0001,-3.938185321141863e-09,0.9705603881892546,0,0,1,0.5905411880979613,0.5763853383220474,0.5648371862114138,-1.0,0.0,0.0,-0.6984775596764159,0.7156319575231942,0.0,0.0,0.0,0.0,1.6405830383300781,6.3617809947918,2.219514609479745,0.0,0.0,0.0,0.0,0.0,0.0,-4945865.580835705,4635686.425826712,1204150.167336557,2749.5834277378076,4368.084854577951,-5587.035022167274,-431353.14491990546,-6865967.696282447,271246.5036817672,-985.6771897304859,-224.59580431334723,-7538.7884878233035,89142638494.69545,-107601629071.4151,-46645833238.29143,24206.129237239606,16652.215467491962,7218.109486944845,-118386278304.92543,42033793226.64081,-76938800928.19247,-1371.2864516588247,-24039.52592177725,-15145.285835335842,89142207141.55054,-107608495039.11139,-46645561991.78774,23220.45204750912,16427.619663178615,-320.6790008784583
2020-01-28 00:01:44,104.5,-0.09424293548308747,0.036568049988558365,-3.225961390901203e-05,0.2667314513767394,0.18624413272432577,-0.868987034670812,-0.3728659134947185,0.0001,-0.0001,6.455310132906524e-08,0.003538109337248701,431353.14491990546,6865967.696282447,-271246.5036817672,985.6771897304859,224.59580431334723,7538.7884878233035,-0.03965345470964683,-0.7114606364725471,506745.84141406324,0,0,0,0.0001,-0.0001,6.455310132906524e-08,0.9242160033859644,0,0,1,0.5796506868004145,0.5486769533312749,0.602460523333204,-1.0,0.0,0.0,-0.6874370227371498,0.7262439946535073,0.0,0.0,0.0,0.0,1.5638494491577148,5.896638621818673,2.219514609479745,0.0,0.0,0.0,0.0,0.0,0.0,-4945865.580835705,4635686.425826712,1204150.167336557,2749.5834277378076,4368.084854577951,-5587.035022167274,-431353.14491990546,-6865967.696282447,271246.5036817672,-985.6771897304859,-224.59580431334723,-7538.7884878233035,89142638494.69545,-107601629071.4151,-46645833238.29143,24206.129237239606,16652.215467491962,7218.109486944845,-118386278304.92543,42033793226.64081,-76938800928.19247,-1371.2864516588247,-24039.52592177725,-15145.285835335842,89142207141.55054,-107608495039.11139,-46645561991.78774,23220.45204750912,16427.619663178615,-320.6790008784583
2020-01-28 00:01:45,105.0,-0.09281479385490846,0.03513835770949429,-2.764867809979276e-05,0.2831522905125107,0.20316246921120037,-0.8619672300962686,-0.3681878402686502,0.0001,-0.0001,9.27166625161986e-08,0.003473525652704856,432338.5517722879,6866188.096169404,-263707.59642731206,985.1490066451782,216.1980244262691,7539.116548723876,-0.03855087391345802,-0.7116744989025854,506732.73425123934,0,0,0,0.0001,-0.0001,9.27166625161986e-08,0.8792358832479181,0,0,1,0.5685249893116515,0.5196798686563341,0.6377398926220017,-1.0,0.0,0.0,-0.6746882919374348,0.7381027765308479,0.0,0.0,0.0,0.0,1.6467630863189697,5.464395233818898,2.2195875302329,0.0,0.0,0.0,0.0,0.0,0.0,-4991633.048511244,4515124.393226004,1448533.2286303635,2950.2129865666348,4864.141894813472,-5048.9509254216355,-432338.5517722879,-6866188.096169404,263707.59642731206,-985.1490066451782,-216.1980244262691,-7539.116548723876,89142662700.68431,-107601612419.29268,-46645826020.22228,24206.12550792726,16652.21994215621,7218.111429410539,-115571632196.43648,49287661892.877716,-76913292753.45328,-769.5761425215168,-22511.133209837837,-17381.491438010045,89142230362.13254,-107608478607.38885,-46645562312.625854,23220.976501282083,16436.02191772994,-321.00511931333676
2020-01-28 00:01:45,105.5,-0.09138655785385612,0.03370888937030557,-2.1026059348636043e-05,0.29895968618088237,0.21977924580834038,-0.8545909947425715,-0.3633103643655762,0.0001,-0.0001,3.027363335674404e-08,0.003409185451230747,432338.5517722879,6866188.096169404,-263707.59642731206,985.1490066451782,216.1980244262691,7539.116548723876,-0.03855087391345802,-0.7116744989025854,506732.73425123934,0,0,0,0.0001,-0.0001,3.027363335674404e-08,0.8356810501374574,0,0,1,0.5572573703663614,0.4895532626550627,0.6706726669517338,-1.0,0.0,0.0,-0.6599945921016784,0.7512703497387203,0.0,0.0,0.0,0.0,1.6974291801452637,5.063776289635397,2.2195875302329,0.0,0.0,0.0,0.0,0.0,0.0,-4991633.048511244,4515124.393226004,1448533.2286303635,2950.2129865666348,4864.141894813472,-5048.9509254216355,-432338.5517722879,-6866188.096169404,263707.59642731206,-985.1490066451782,-216.1980244262691,-7539.116548723876,89142662700.68431,-107601612419.29268,-46645826020.22228,24206.12550792726,16652.21994215621,7218.111429410539,-115571632196.43648,49287661892.877716,-76913292753.45328,-769.5761425215168,-22511.133209837837,-17381.491438010045,89142230362.13254,-107608478607.38885,-46645562312.625854,23220.976501282083,16436.02191772994,-321.00511931333676
2020-01-28 00:01:46,106.0,-0.08995824975443865,0.032279594459461956,-1.886365696601147e-05,0.3141550230904247,0.23609011963634902,-0.8468936291944659,-0.35824468971217976,0.0001,-0.0001,4.7108123763224924e-08,0.0033451027175841596,433323.429848235,6866400.098200425,-256168.36572910057,984.619615733164,207.7999338652169,7539.435364699188,-0.03744828741914507,-0.7118883499710675,506719.66101779416,0,0,0,0.0001,-0.0001,4.7108123763224924e-08,0.7936219527586514,0,0,1,0.5459347275201577,0.45845249684842965,0.7012678385759124,-1.0,0.0,0.0,-0.6430829654652988,0.7657965131341076,0.0,0.0,0.0,0.0,1.6984920501708984,4.693535973371398,2.219660451000607,0.0,0.0,0.0,0.0,0.0,0.0,-5041423.01852985,4377055.758074562,1681153.9411863114,3117.1036061400364,5294.658473837331,-4483.971339414319,-433323.429848235,-6866400.098200425,256168.36572910057,-984.619615733164,-207.7999338652169,-7539.435364699188,89142686906.66945,-107601595767.16577,-46645818802.15118,24206.12177861392,16652.224416819696,7218.113371875899,-112993750468.56902,56276633612.52016,-75941318671.81009,-143.15203791394464,-20835.454824002245,-19381.017436407805,89142253583.2396,-107608462167.26398,-46645562633.785446,23221.502162880755,16444.42448295448,-321.3219928232884
